,CODIGO OW,DESCRIPCION,ALMACEN,SALDO EN INVENTARIO
163971,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
163972,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
163973,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
163974,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
163975,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
163976,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
163977,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
163978,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
163979,8133,GRAPA PREFORMADA 4/0AWG 15kV,C300,0.0
163980,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
163981,4855,CAJA DERIVACIÓN 3F 8 SALIDAS,C300,0.0
163982,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
163983,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
163984,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
163985,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
163986,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
163987,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
163988,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
163989,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
163990,4424,"DIAGONAL EN V 48""",C300,0.0
163991,4525,"ABRAZADERA EN U. DE 5/8""",C300,0.0
163992,4852,CAJA DERIVACIÓN 1F 8 SALIDAS,C300,0.0
163993,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
163994,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
163995,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
163996,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
163997,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
163998,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
163999,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
164000,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
164001,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
164002,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
164003,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
164004,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
164005,5750,TRAFO 1F 50kVA 13200/240-120V,C300,0.0
164006,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164007,4524,"ABRAZADERA EN U. DE 5/8""",C300,0.0
164008,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164009,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164010,4522,"ABRAZADERA EN U. DE 5/8""",C300,0.0
164011,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164012,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164013,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164014,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164015,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164016,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164017,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164018,200228,TRANSFORMADOR 3F 112.5KVA,C300,0.0
164019,211622,CAJA DERIVACION ACOMETIDA 3F,C300,0.0
164020,4524,"ABRAZADERA EN U. DE 5/8""",C300,0.0
164021,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164022,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164023,4524,"ABRAZADERA EN U. DE 5/8""",C300,0.0
164024,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
164025,5736,TRAFO 1F 50kVA 7620/240-120V,C300,0.0
164026,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164027,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164028,4524,"ABRAZADERA EN U. DE 5/8""",C300,0.0
164029,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164030,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164031,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
164032,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164033,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164034,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164035,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164036,4531,"VARILLA ANCLAJE 5/8"" X 1800mm",C300,0.0
164037,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164038,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164039,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164040,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164041,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164042,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164043,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164044,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164045,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
164046,200222,TRANSFORMADOR 3F 45KVA,C300,0.0
164047,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164048,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164049,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164050,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164051,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164052,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164053,4401,PERCHA 1 PUESTO GALVANIZADA,C300,0.0
164054,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164055,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164056,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164057,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164058,200198,TRANSFORMADOR 1F 25KVA,C300,0.0
164059,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164060,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164061,4401,PERCHA 1 PUESTO GALVANIZADA,C300,0.0
164062,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164063,200198,TRANSFORMADOR 1F 25KVA,C300,0.0
164064,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
164065,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164066,200222,TRANSFORMADOR 3F 45KVA,C300,0.0
164067,200222,TRANSFORMADOR 3F 45KVA,C300,0.0
164068,200198,TRANSFORMADOR 1F 25KVA,C300,0.0
164069,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
164070,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164071,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164072,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164073,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164074,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164075,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164076,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164077,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164078,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164079,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164080,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164081,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164082,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164083,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164084,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164085,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164086,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164087,5815,TRAFO 3F 75kVA 13200/220-127V,C300,0.0
164088,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164089,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164090,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164091,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164092,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164093,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164094,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164095,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
164096,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
164097,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164098,200228,TRANSFORMADOR 3F 112.5KVA,C300,0.0
164099,200228,TRANSFORMADOR 3F 112.5KVA,C300,0.0
164100,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164101,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164102,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164103,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164104,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164105,5746,TRAFO 1F 15kVA 13200/240-120V,C300,0.0
164106,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164107,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164108,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164109,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164110,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164111,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164112,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164113,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
164114,5752,TRAFO 1F 75kVA 13200/240-120V,C300,0.0
164115,5752,TRAFO 1F 75kVA 13200/240-120V,C300,0.0
164116,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164117,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164118,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164119,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164120,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164121,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164122,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164123,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164124,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164125,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164126,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164127,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164128,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164129,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164130,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164131,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164132,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164133,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164134,200188,TRANSFORMADOR 1F 15KVA,C300,0.0
164135,200188,TRANSFORMADOR 1F 15KVA,C300,0.0
164136,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164137,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164138,5736,TRAFO 1F 50kVA 7620/240-120V,C300,0.0
164139,5752,TRAFO 1F 75kVA 13200/240-120V,C300,0.0
164140,5752,TRAFO 1F 75kVA 13200/240-120V,C300,0.0
164141,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
164142,200207,TRANSFORMADOR 1F 50KVA,C300,0.0
164143,200207,TRANSFORMADOR 1F 50KVA,C300,0.0
164144,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
164145,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164146,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164147,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164148,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164149,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164150,5750,TRAFO 1F 50kVA 13200/240-120V,C300,0.0
164151,5750,TRAFO 1F 50kVA 13200/240-120V,C300,0.0
164152,200209,TRANSFORMADOR 1F 50KVA,C300,0.0
164153,200209,TRANSFORMADOR 1F 50KVA,C300,0.0
164154,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164155,5734,TRAFO 1F 15kVA 7620/240-120V,C300,0.0
164156,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164157,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164158,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164159,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164160,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164161,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164162,200188,TRANSFORMADOR 1F 15KVA,C300,0.0
164163,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164164,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164165,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164166,5749,TRAFO 1F 37.5kVA13200/240-120V,C300,0.0
164167,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164168,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164169,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164170,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164171,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164172,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164173,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164174,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
164175,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
164176,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
164177,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
164178,200219,TRANSFORMADOR 3F 30KVA,C300,0.0
164179,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164180,5733,TRAFO 1F 10kVA 7620/240-120V,C300,0.0
164181,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164182,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164183,5744,TRAFO 1F 10kVA 13200/240-120V,C300,0.0
164184,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164185,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164186,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164187,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164188,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164189,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164190,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164191,5750,TRAFO 1F 50kVA 13200/240-120V,C300,0.0
164192,4401,PERCHA 1 PUESTO GALVANIZADA,C300,0.0
164193,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164194,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164195,200219,TRANSFORMADOR 3F 30KVA,C300,0.0
164196,200228,TRANSFORMADOR 3F 112.5KVA,C300,0.0
164197,5750,TRAFO 1F 50kVA 13200/240-120V,C300,0.0
164198,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164199,5732,TRAFO 1F 5kVA 7620/240-120V,C300,0.0
164200,5742,TRAFO 1F 5kVA 13200/240-120V,C300,0.0
164201,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164202,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
164203,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164204,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164205,4546,BRAZO TANGENTE TIPO L 15kV,C300,0.0
164206,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164207,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164208,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164209,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164210,211308,BRAZO TANGENTE TIPO L,C300,0.0
164211,5748,TRANSF. 1F 25 KVA 13.2 KV,C300,0.0
164212,220134,TAPA POLIMERICA RED ENERGIA,C300,0.0
164213,4546,BRAZO TANGENTE TIPO L 15kV,C300,0.0
164214,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164215,5827,TRAFO 3F 225kVA 13200/220-127V,C300,0.0
164216,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164217,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164218,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164219,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164220,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
164221,211308,BRAZO TANGENTE TIPO L,C300,0.0
164222,4373,GRAPA RECTA ACSR 2AWG A 2/0AWG,C300,0.0
164223,211308,BRAZO TANGENTE TIPO L,C300,0.0
164224,5748,TRANSF. 1F 25 KVA 13.2 KV,C300,0.0
164225,200198,TRANSFORMADOR 1F 25KVA,C300,0.0
164226,5734,TRAFO 1F 15kVA 7620/240-120V,C300,0.0
164227,5734,TRAFO 1F 15kVA 7620/240-120V,C300,0.0
164228,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164229,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164230,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164231,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164232,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164233,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164234,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164235,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
164236,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164237,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164238,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164239,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164240,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164241,5748,TRANSF. 1F 25 KVA 13.2 KV,C300,0.0
164242,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
164243,5518,TRANSF. 3F 15 KVA 13.2 KV,C300,0.0
164244,5823,TRAFO 3F 150kVA 13200/220-127V,C300,0.0
164245,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164246,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164247,4531,"VARILLA ANCLAJE 5/8"" X 1800mm",C300,0.0
164248,200219,TRANSFORMADOR 3F 30KVA,C300,0.0
164249,200219,TRANSFORMADOR 3F 30KVA,C300,0.0
164250,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164251,200232,TRANSFORMADOR 3F 150KVA,C300,0.0
164252,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164253,5517,TRAFO 1F 25kVA 7620/240-120V,C300,0.0
164254,5820,TRAFO 3F 112.5kVA13200/220-127,C300,0.0
164255,5517,TRAFO 1F 25kVA 7620/240-120V,C300,0.0
164256,4424,"DIAGONAL EN V 48""",C300,0.0
164257,4533,"VARILLA ANCLAJE 1/2"" X 1.5 M.",C300,0.0
164258,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
164259,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
164260,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164261,200224,TRANSFORMADOR 3F 75KVA,C300,0.0
164262,5750,TRAFO 1F 50kVA 13200/240-120V,C300,0.0
164263,5810,TRAFO 3F 30kVA 13200/220-127V,C300,0.0
164264,5812,TRAFO 3F 45kVA 13200/220-127V,C300,0.0
164265,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164266,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164267,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164268,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
164269,200219,TRANSFORMADOR 3F 30KVA,C300,0.0
164270,213346,GRAPA PRENSORA 3 TORNILLOS,C300,0.0
164271,4221,CONECTOR CUÑA TIPO B,C300,0.0
164272,2829,"UNION 3/4"" EMT",C300,0.0
164273,2942,"ADAPTADOR TERMINAL 3/4"" EMT",C300,0.0
164274,4221,CONECTOR CUÑA TIPO B,C300,0.0
164275,8388,BRAZO ANTIBALANCEO,C300,0.0
164276,209738,BARRAJE PREMOLDEADO SECUNDARIO,C300,0.0
164277,210858,"UNION RECTA ACERO EMT 3/4""",C300,132.0
164278,211311,BRAZO ANTI BALANCEO,C300,0.0
164279,211621,CAJA DERIVACION ACOMETIDA 3F,C300,1.0
164280,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164281,8033,CONECT.CUÑA BIMET.3/0-6 AWG.,C300,800.0
164282,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164283,1886,"ARANDELA REDONDA 3/8""",C300,700.0
164284,1887,"ARANDELA REDONDA 1/2""",C300,0.0
164285,1888,"ARANDELA REDONDA 5/8""",C300,0.0
164286,211448,"TORNILLO MAQUINA 5/8"" X 12""",C300,479.0
164287,213306,"ARANDELA PLANA REDONDA 5/8""",C300,707.0
164288,4134,CODO PREMOLDEADO 200A-15kV OSC,C300,0.0
164289,4220,CONECT.CUÑA TIPO C.,C300,0.0
164290,4471,TERMINAL PREMOLDEADO EXTERIOR,C300,0.0
164291,4221,CONECTOR CUÑA TIPO B,C300,2029.0
164292,200316,ALAMBRE CU 8AWG NEGRO,C300,0.0
164293,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164294,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164295,200316,ALAMBRE CU 8AWG NEGRO,C300,0.0
164296,200981,CORTACIRCUITO 100A 15KV,C300,0.0
164297,4220,CONECT.CUÑA TIPO C.,C300,0.0
164298,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
164299,200981,CORTACIRCUITO 100A 15KV,C300,20.0
164300,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
164301,200145,AISLADOR PIN PORC 15KV,C300,178.0
164302,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164303,4373,GRAPA RECTA ACSR 2AWG A 2/0AWG,C300,0.0
164304,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
164305,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164306,4131,CAPUCHON CABLE 2 AWG.,C300,0.0
164307,4132,CAPUCHON CABLE 2/0 AWG.,C300,0.0
164308,4146,"COLLARIN 5""A6""(127-152mm) 1S",C300,0.0
164309,4355,BARRAJE PREMOLDEADO 175 AMP.,C300,0.0
164310,4358,SOPORTE PARA BARRAJE 4 SALIDAS,C300,0.0
164311,211323,"COLLARIN 120MM 5""",C300,0.0
164312,5072,SELLO PARA CAJA HERMETICA,C300,0.0
164313,216707,BUJE POZO REDUCT 600-200A 15KV,C300,15.0
164314,3812,ALAMBRE Cu AISLADO 8AWG,C300,0.0
164315,4119,CORTACIRCUITO 100 AMP 15 kV,C300,0.0
164316,4131,CAPUCHON CABLE 2 AWG.,C300,0.0
164317,4132,CAPUCHON CABLE 2/0 AWG.,C300,0.0
164318,5072,SELLO PARA CAJA HERMETICA,C300,0.0
164319,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
164320,211364,AMORTIGUADOR STOCKBRIDGE,C300,0.0
164321,211351,VARILLA DE ANCLAJE ACERO,C300,1388.0
164322,211351,VARILLA DE ANCLAJE ACERO,C300,1490.0
164323,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164324,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164325,200191,TRANSFORMADOR 1F 15KVA,C300,0.0
164326,10007,TAPA POLIMERICA GRANDE,C300,0.0
164327,10007,TAPA POLIMERICA GRANDE,C300,0.0
164328,10007,TAPA POLIMERICA GRANDE,C300,0.0
164329,10007,TAPA POLIMERICA GRANDE,C300,0.0
164330,213357,GRAPA PREFORMADA 2/0AWG 15KV,C300,211.0
164331,4327,REDUCTOR PARA TEE 600-200 AMP.,C300,0.0
164332,4333,TAPON PROTECTOR AISLADO,C300,0.0
164333,4355,BARRAJE PREMOLDEADO 175 AMP.,C300,0.0
164334,211555,BARRAJE 4 VIAS 600A 15KV,C300,0.0
164335,211559,PIN CONTACTO - CODO 200A 15KV,C300,14.0
164336,216707,BUJE POZO REDUCT 600-200A 15KV,C300,0.0
164337,219675,TAPON PROTECTOR PRM,C300,0.0
164338,211419,"TORNILLO MAQUINA 1/2"" X 2""",C300,0.0
164339,200981,CORTACIRCUITO 100A 15KV,C300,0.0
164340,5054,TORN. SEGURIDAD CAJA HERMETICA,C300,0.0
164341,219406,SELLO SEGURIDAD TIPO ROTOR,C300,647.0
164342,200981,CORTACIRCUITO 100A 15KV,C300,0.0
164343,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
164344,4096,AMORTIGUADOR VIBRACION 1/0 AWG,C300,0.0
164345,211347,VARILLA DE ANCLAJE ACERO,C300,0.0
164346,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
164347,200151,AISLADOR CARRETE PORC 0.6KV,C300,0.0
164348,211347,VARILLA DE ANCLAJE ACERO,C300,1135.0
164349,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164350,200237,TRANSFORMADOR 3F 225KVA,C300,0.0
164351,211295,DIAGONAL METALICA EN V,C300,209.0
164352,211335,"COLLARIN 220MM 9""",C300,0.0
164353,211347,VARILLA DE ANCLAJE ACERO,C300,294.0
164354,211351,VARILLA DE ANCLAJE ACERO,C300,0.0
164355,200316,ALAMBRE CU 8AWG NEGRO,C300,0.0
164356,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164357,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
164358,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164359,200214,TRANSFORMADOR 1F 75KVA,C300,0.0
164360,200229,TRANSFORMADOR 3F 112.5KVA,C300,0.0
164361,211295,DIAGONAL METALICA EN V,C300,196.0
164362,218504,TRANSFORMADOR 3F 45KVA,C300,0.0
164363,200981,CORTACIRCUITO 100A 15KV,C300,0.0
164364,217346,TRANSFORMADOR 1F 37.5KVA,C300,0.0
164365,217343,TRANSFORMADOR 1F 10KVA,C300,0.0
164366,217343,TRANSFORMADOR 1F 10KVA,C300,0.0
164367,217342,TRANSFORMADOR 1F 5KVA,C300,0.0
164368,222548,TRANSFORMADOR 1F 50KVA,C300,0.0
164369,222548,TRANSFORMADOR 1F 50KVA,C300,0.0
164370,222548,TRANSFORMADOR 1F 50KVA,C300,0.0
164371,200229,TRANSFORMADOR 3F 112.5KVA,C300,0.0
164372,217344,TRANSFORMADOR 1F 15KVA,C300,1.0
164373,217342,TRANSFORMADOR 1F 5KVA,C300,0.0
164374,217342,TRANSFORMADOR 1F 5KVA,C300,0.0
164375,222545,TRANSFORMADOR 1F 25KVA,C300,0.0
164376,222547,TRANSFORMADOR 1F 37.5KVA,C300,1.0
164377,222547,TRANSFORMADOR 1F 37.5KVA,C300,1.0
164378,216943,TRANSFORMADOR 1F 0.5KVA,C300,1.0
164379,216943,TRANSFORMADOR 1F 0.5KVA,C300,1.0
164380,216943,TRANSFORMADOR 1F 0.5KVA,C300,1.0
164381,200138,AISLADOR SUSP POLIM 15KV,C300,446.0
164382,222545,TRANSFORMADOR 1F 25KVA,C300,0.0
164383,217342,TRANSFORMADOR 1F 5KVA,C300,0.0
164384,217342,TRANSFORMADOR 1F 5KVA,C300,0.0
